Timestamp,Name,Class Section,List one topic of the class that you enjoy,What was the most challenging topic of the class?,"Overall, the learning experience for the class is",(Optional) What do you suggest to improve the class?,cleaned_List one topic of the class that you enjoy,cleaned_What was the most challenging topic of the class?,cleaned_(Optional) What do you suggest to improve the class?
8/23/2019 11:25:49,Student328,G9 (Fri 8:15 - 11:30 SR 3.2),"Learning the importance of the models, making learning more applicable","The business process model, identifying the different components",3,give examples for each component so that I can visualize the process better,learn the importance of the model make learn more applicable,the business process model identify the different component,give example for each component so that can visualize the process well
8/23/2019 11:25:57,Student329,G3 (Fri 8:15 - 11:30 SR 3.1),Organisational and Local models,Functional vs. Process Orientation,4,,organizational and local model,functional process orientation,
8/23/2019 11:26:00,Student330,G9 (Fri 8:15 - 11:30 SR 3.2),Business Process Models,Identifying business process components,4,,business process model,identify business process component,
8/23/2019 11:26:11,Student331,G9 (Fri 8:15 - 11:30 SR 3.2),The importance of Business IT Alignment in Companies,Business Process Modelling - Business Modelling Analysis,3,,the importance of business it alignment in company,business process model business modelling analysis,
8/23/2019 11:26:26,Student332,G9 (Fri 8:15 - 11:30 SR 3.2),Alignment between business and IT,The different models.,3,Perhaps use real life examples when explaining each model for us to relate to the model,alignment between business and it,the different model,perhaps use real life example when explain each model for us to relate to the model
8/23/2019 11:26:30,Student333,G9 (Fri 8:15 - 11:30 SR 3.2),Charts,Charts,4,,chart,chart,
8/23/2019 11:26:49,Student334,G3 (Fri 8:15 - 11:30 SR 3.1),Business and It alignment because it give a birds eye view of the entire process and the impact on both the IT and business users,Organisation model meta-model,4,,business and it alignment because it give bird eye view of the entire process and the impact on both the it and business user,organization model meta model,
8/23/2019 11:26:58,Student335,G9 (Fri 8:15 - 11:30 SR 3.2),Business Process Modelling,Understanding the purpose of this mod,3,,business process modelling,understand the purpose of this mod,
8/23/2019 11:27:04,Student336,G9 (Fri 8:15 - 11:30 SR 3.2),"Business process, being describe through the da bao process.",understanding information needed to understand operations,3,Less discussion questions.,business process being describe through the da bao process,understand information need to understand operation,less discussion question
8/23/2019 11:27:27,Student337,G9 (Fri 8:15 - 11:30 SR 3.2),learning about business process modeling,"the modelling seems very similar to an org chart, just wondering is it the same thing? or should we take note that its should be different.",3,too much questions ask,learn about business process modeling,the modelling seem very similar to an org chart just wondering is it the same thing or should we take note that its should be different,too much question ask
8/23/2019 11:27:30,Student338,G9 (Fri 8:15 - 11:30 SR 3.2),Business Process Model,Functional vs. Process Orientation,4,,business process model,functional process orientation,
8/23/2019 11:27:35,Student339,G3 (Fri 8:15 - 11:30 SR 3.1),Organisation Model & Location model,not yet,3,-,organization model and location model,not yet,
8/23/2019 11:27:40,Student340,G9 (Fri 8:15 - 11:30 SR 3.2),Business process model (flow and diagram) because the visual representation allows me to digest the information easier,Understanding process orientation VS functional process ,3,Visual representation & example,business process model flow and diagram because the visual representation allow me to digest the information easier,understand process orientation vs functional process,visual representation and example
8/23/2019 11:27:46,Student341,G9 (Fri 8:15 - 11:30 SR 3.2),Business Modelling of the Process,The different type of models and their applicability ,4,More examples of each model in the context of a real life organization,business modelling of the process,the different type of model and their applicability,more example of each model in the context of real life organization
8/23/2019 11:27:55,Student342,G3 (Fri 8:15 - 11:30 SR 3.1),Org and location model,difference between functional and process,4,longer time for group discussions,org and location model,difference between functional and process,long time for group discussion
8/23/2019 11:27:55,Student343,G9 (Fri 8:15 - 11:30 SR 3.2),Discussion about Organization Model vs Location Model,Functional Orientation vs Process Orientation,4,,discussion about organization model location model,functional orientation process orientation,
8/23/2019 11:28:09,Student344,G9 (Fri 8:15 - 11:30 SR 3.2),Business Process Model,Three levels of alignment,3,,business process model,three level of alignment,
8/23/2019 11:28:17,Student345,G9 (Fri 8:15 - 11:30 SR 3.2),I like the class activities that are given as it let me speak out as well as be involved in the stuff we learn.,the starting of the class is very dry and might require some activities or split haha,4,prof is not bad to be honest maybe speak with more jokes else else he is good actually,like the class activity that are give as it let me speak out as well as be involve in the stuff we learn,the starting of the class is very dry and might require some activity or split,professor is not bad to be honest maybe speak with more joke else he is good actually
8/23/2019 11:28:25,Student346,G3 (Fri 8:15 - 11:30 SR 3.1),Organisational and Location Models ,Business Process Diagram - identifying the attributes,3,-,organizational and location model,business process diagram identify the attribute,
8/23/2019 11:28:26,Student347,G9 (Fri 8:15 - 11:30 SR 3.2),the models,location model and organization model,3,"would like the answers to be uploaded asap so we could refer:) thank you! prof is very funny, i like that hahahahhaahhaahhaahahaha",the model,location model and organization model,would like the answer to be uploaded asap so we could refer thank you professor is very funny like that hahahahhaahhaahhaahahaha
8/23/2019 11:28:27,Student348,G9 (Fri 8:15 - 11:30 SR 3.2),Business process model,"difference between process and functional
generating the attributes for the dabao process",4,,business process model,difference between process and functional generate the attribute for the dabao process,
8/23/2019 11:28:29,Student350,G9 (Fri 8:15 - 11:30 SR 3.2),team activities,understand functional and process organisation,3,Prof can speak abit louder :),team activity,understand functional and process organization,professor can speak bit louder
8/23/2019 11:28:29,Student349,G9 (Fri 8:15 - 11:30 SR 3.2),Organization Model and Location Model,Functional vs. Process Orientation ,4,when recording responses from the class the content was hard to see,organization model and location model,functional process orientation,when record response from the class the content was hard to see
8/23/2019 11:28:57,Student351,G9 (Fri 8:15 - 11:30 SR 3.2),Location and organisational models,Functional and process ,3,More relevant examples that explicitly demonstrates the topic ,location and organizational model,functional and process,more relevant example that explicitly demonstrate the topic
8/23/2019 11:29:06,Student352,G9 (Fri 8:15 - 11:30 SR 3.2),Business Process Models,Organization setup: Functional Orientation and Process Orientation,3,"More details about real-life IT Service Management KPIs and their apporaches, like the one we saw about KPI approaches from Gartner in class",business process model,organization setup functional orientation and process orientation,more detail about real life it service management kpis and their apporaches like the one we saw about kpi approach from gartner in class
